id,warehouse_id,warehouse_dev_id,common_name_significant,common_name,taxon,type,description,soil,germination_period,flowering_period,seed_longevity,management,conservation_status,profile_pic,profile_pic_width,profile_pic_height,profile_pic_author,thumbnail,illustration,illustration_width,illustration_height,map,confusion,color[],color[],color[],color[],color[],color[],color[],color[],color[]
38,371067,878716,Spurge,Dwarf , Euphorbia exigua,F,"A light-green, hairless plant, up to 10cm. The narrow, parallel-sided leaves can be up to 2cm long by 3mm wide. The petal-less yellowish-green flowers are arranged in a loose umbel with a leafy bract at the base. Fruits are smooth spherical capsules that explode on ripening.  ","Sands, calcareous loams and clays, chalk and limestone soils.",Spring (limited autumn germination),June - October  ,Unknown,Uncropped cultivated areas,Near Threatened   ,images/pics/Euphorbia_exigua_LR.jpg,1024,1024,Lliam Rooney,images/thumbnails/Euphorbia_exigua_LR.jpg,images/illustrations/Euphorbia_exigua.png,421,445,images/maps/Euphorbia_exigua.svg,,,,,,,,,gf,
39,371069,878717,Spurge,Broadleaved, Euphorbia platyphyllos,F,"A green, hairless plant up to 60cm with often reddish stems. The broad, narrowly-oblong pointed leaves can be up to 5cm long with serrated edges. The petal-less yellowish-green flowers are arranged in a loose umbel with a leafy bract at the base. Fruits are approximately 3mm in diameter and covered with warts. They explode on ripening.",Calcareous clays and silty loams.,Autumn (limited spring germination),June - October  ,Long-lived,Uncropped cultivated areas,Least Concern   ,images/pics/Euphorbia_platyphyllos_CS.jpg,1024,768,Cath Shellswell,images/thumbnails/Euphorbia_platyphyllos_CS.jpg,,,,images/maps/Euphorbia_platyphyllos.svg,Euphorbia helioscopia,,,,,,,,gf,
40,371071,878718,Cudweed,Narrow-leaved , Filago gallica,F,"Fine plant up to 25cm tall but often shorter. The stems may be branched from the base and the whole plant appears grey from the fine hairs covering the stems and leaves. The leaves are long, up to 18mm, pointed and fine. The flowers are clustered together in dense flower-heads at the top of stems and are grey and woolly. Narrow-leaved cudweed has been found from around 30 sites in Essex and Suffolk with the last record located near Colchester in 1955. There are some reintroduction sites in these counties but it is thought to be extinct elsewhere.",Acidic sands and gravels.,Autumn (limited spring germination),June - October  ,Long-lived,Uncropped cultivated areas,Critically Endangered / Extinct   ,images/pics/Filago_gallica_1_CG.jpg,1024,1024,Chris Gibson,images/thumbnails/Filago_gallica_1_CG.jpg,,,,images/maps/Filago_gallica.svg,other Filago spp.,,,,,,,w,,
41,371073,878719,Cudweed,Red-tipped, Filago lutescens,F,"A small short lived grey-green annual, sometimes with a yellow tinge. Up to 25cm tall, usually with branched stems. Upper leaves often extend beyond flowering head. Flowers are clustered with minute red tipped bristles. Often confused with common cudweed <i>Filago vulgaris</i> which lacks red tips and has slightly narrower leaves that do not overtop the flowers.",Sandy loams.,Autumn and winter,July - October  ,Moderately long-lived,Uncropped cultivated areas,Endangered   ,images/pics/Filago_lutescens_1_CG.jpg,1024,1024,Chris Gibson,images/thumbnails/Filago_lutescens_1_CG.jpg,,,,images/maps/Filago_lutescens.svg,other Filago spp.,,,,r,,,w,,
42,371075,878720,Cudweed,Broad-leaved, Filago pyramidata,F,"A silvery-green plant that holds heads of 8-15 tiny hidden flowers on the tops of short stems. Up to 30cm tall. Flower heads appear as a cluster of tiny pyramids formed of grey scales. Leaves have rounded tips, are broader near the top than base and over-top the clusters of flowers.","Calcareous chalk, limestone and sands. Historically it grew in acidic sands and gravels.",Autumn (limited spring germination),July - October  ,Moderately long-lived,Uncropped cultivated areas,Endangered   ,images/pics/Filago_pyramidata_LR.jpg,1024,1024,Lliam Rooney,images/thumbnails/Filago_pyramidata_LR.jpg,,,,images/maps/Filago_pyramidata.svg,other Filago spp.,,,,,,,w,,
43,371077,878721,Cudweed,Common, Filago vulgaris,F,"A branched, erect silvery-grey plant up to 50cm. Woolly stems have strap-shaped, wavy, blunt-tipped, woolly leaves. The leaves below the flowering head are shorter than the terminal cluster of flowers. Globular flower clusters are present on each branch with outer woolly white bracts and inner pointed yellow-bristles.","Acid and calcareous sandy soils, loams and chalk.",Autumn and spring,July - August  ,Unknown,Uncropped cultivated areas,Near Threatened   ,images/pics/Filago_vulgaris_2_CG.jpg,1024,709,Chris Gibson,images/thumbnails/Filago_vulgaris_2_CG.jpg,images/illustrations/Filago_vulgaris.png,892,1076,images/maps/Filago_vulgaris.svg,other Filago spp.,,,,,,,w,,
44,371079,878722,Fumitory,Tall Ramping, Fumaria bastardii,F,"Scrambling, much-branched plant. The blue-green leaves are irregularly divided almost to the leaf midrib and have narrow blunt lobes. The leaf segments are relatively broad and flat. The 10-18 flowers are in racemes at several points along the stem opposite leaves. The asymmetrical flowers have fused petals forming a tube but separating at the tip. Each flower is 9-11mm long, pale salmon-pink with only the mid-petal tipped darker purple at the end. The sepals present at the junction of the stem and flower on both sides of the flower are small, toothed and white 3mm long by 1.5mm wide. Each flower produces a spherical fruit 2-2.4mm diameter and the fruit stalks are never recurved.",Sandy loams.,Spring,June - August  ,Long-lived,Uncropped cultivated areas<br/>  Conservation headlands<br/>  Whole crop management<br/>  Wild bird seed mixtures  ,Least Concern   ,images/pics/Fumaria_barstardii_CS.jpg,1024,1024,Cath Shellswell,images/thumbnails/Fumaria_barstardii_CS.jpg,,,,images/maps/Fumaria_bastardii.svg,other Fumaria spp.,,pu,,,p,,,,
45,371081,878723,Fumitory,White Ramping, Fumaria capreolata,F,"Scrambling, much-branched plant. The blue-green leaves are irregularly divided almost to the leaf midrib and have narrow blunt lobes. The leaf segments are relatively broad and flat. Flower racemes are present at several points along the stem opposite leaves, the raceme is shorter than the stalk of the flower raceme and have around 20 flowers. The asymmetrical flowers have fused petals forming a tube but separating at the tip. Each flower is 10-14mm long, creamy-white with the mid-petal tipped, wing of the top petal and top of the lower petal forming a blackish red spot. The sepals are small, toothed at the base, white and 4-6mm long by 2.5-3mm wide. Each flower produces a spherical fruit 2mm diameter and the stalks are strongly recurved.",Sandy loams.,Spring,June - August  ,Long-lived,Uncropped cultivated areas<br/>  Conservation headlands<br/>  Whole crop management<br/>  Wild bird seed mixtures  ,Least Concern   ,images/pics/Fumaria_capreolata_CG.jpg,1024,1024,Chris Gibson,images/thumbnails/Fumaria_capreolata_CG.jpg,,,,images/maps/Fumaria_capreolata.svg,other Fumaria spp.,,pu,,,,,w,,
46,371083,878724,Fumitory,Dense-flowered , Fumaria densiflora,F,"Scrambling, much-branched plant. The blue-green leaves are irregularly divided almost to the leaf midrib and have narrow blunt lobes. The leaf segments are channelled and very narrow. Flower racemes are present at several points along the stem opposite leaves and have around 20-25 flowers. The asymmetrical flowers have fused petals forming a tube but separating at the tip.  Each flower is 6-7mm long, pink-red with purple-black tipped petals. The sepals are large in comparison to the flower 2mm long by 3mm wide, and white. Each flower produces a spherical fruit 2mm diameter.","Chalk loams and occasionally coastal sands, calcareous clays and sandy loams.",Spring (limited autumn germination),June - August  ,Long-lived,Uncropped cultivated areas<br/>  Conservation headlands<br/>  Whole crop management<br/>  Wild bird seed mixtures  ,Least Concern   ,images/pics/Fumaria_densiflora_CS.jpg,1024,1026,Cath Shellswell,images/thumbnails/Fumaria_densiflora_CS.jpg,,,,images/maps/Fumaria_densiflora.svg,other Fumaria spp.,,pu,,,p,,,,
47,371085,878725,Fumitory,Common Ramping, Fumaria muralis ssp. neglecta,F,"This is a large-flowered fumitory with relatively broad and channelled blue-green leaf segments. The asymmetrical flowers have fused petals forming a tube but separating at the tip. Flowers 9-11mm long, pinkish-red with darker red tipped petals, 8-20 flowers per raceme, raceme longer than stalk.  The pale sepal is toothed mainly at the base and is 2.7-3mm long by 1.5-2mm wide and half the length of the flower. Fruits are spherical with a rounded apex. Each flower produces a spherical fruit 2mm diameter.",Freely-draining and acidic loams.,Spring (limited autumn germination),June - October  ,Long-lived,Uncropped cultivated areas<br/>  Conservation headlands<br/>  Whole crop management<br/>  Wild bird seed mixtures  ,Least Concern   ,images/pics/Fumaria_muralis.jpg,1024,1045,"Malcolm Storey, bioimages.org.uk",images/thumbnails/Fumaria_muralis.jpg,,,,images/maps/Fumaria_muralis_ssp_neglecta.svg,other Fumaria spp.,,pu,,,p,,,,
48,371087,878726,Fumitory,Western Ramping, Fumaria occidentalis,F,"The most vigorous ramping-fumitory, scrambling and much branched. The asymmetrical flowers have fused petals forming a tube but separating at the tip. The white flowers are 12-15mm long becoming pink with age. The tips of the petals are blackish-red. Each flower raceme has 12-20 flowers and the raceme same length as flower stalk.  The sepal is white and toothed at the base and 5mm long by 3mm wide. The leaves are green-blue, irregularly divided, broad and flat. This plant is endemic to Cornwall and the Isles of Scilly.",Sandy loams.,Autumn,May - October  ,Long-lived,Uncropped cultivated areas,Nationally scarce   ,images/pics/Fumaria_occidentalis_2_CG.jpg,1024,683,Chris Gibson,images/thumbnails/Fumaria_occidentalis_2_CG.jpg,,,,images/maps/Fumaria_occidentalis.svg,other Fumaria spp.,,pu,,,p,,w,,
49,371089,878727,Fumitory,Fine-leaved, Fumaria parviflora,F,"A typical fumitory with blue-green leaves, irregularly divided into very narrow and channelled segments. The asymmetrical flowers have fused petals forming a tube but separating at the tip. Flowers are 5-6mm long, white with reddish-black tipped petals. There are 16-20 flowers per raceme. The sepals are white, irregularly toothed and small 1mm by 0.8mm wide. Fruits are spherical, sometimes with short beak at apex.",Chalky and limestone loams.,Spring,June - August  ,Long-lived,Uncropped cultivated areas<br/>  Conservation headlands<br/>  Whole crop management<br/>  Wild bird seed mixtures  ,Vulnerable   ,images/pics/Fumaria_parviflora_ES.jpg,1024,1024,Emily Swan,images/thumbnails/Fumaria_parviflora_ES.jpg,,,,images/maps/Fumaria_parviflora.svg,other Fumaria spp.,,pu,,,,,w,,
50,371091,878728,Fumitory,Purple Ramping, Fumaria purpurea,F,"This is a large-flowered fumitory with relatively broad and flat green-blue leaf segments. The asymmetrical flowers have fused petals forming a tube but separating at the tip.  Flowers are 10-13mm long, pinkish-purple with petals tipped darker purple. Each raceme has 20-25 flowers and is the same length as the flower stalk.  The sepal is white, toothed and oblong and half the length of the flower 6mm long by 3mm wide. As fruits ripen the stalks can become gently-recurved. The fruits are squarish in shape and 2.5mm in diameter",Sandy loams.,Spring,June - August  ,Long-lived,Uncropped cultivated areas<br/>  Conservation headlands<br/>  Whole crop management<br/>  Wild bird seed mixtures  ,Nationally Scarce   ,images/pics/Fumaria_purpurea.jpg,1024,1044,K.J. Walker,images/thumbnails/Fumaria_purpurea.jpg,,,,images/maps/Fumaria_purpurea.svg,other Fumaria spp.,,pu,,,p,,w,,
51,371093,878729,Fumitory,Martin’s Ramping, Fumaria reuteri,F,"This is a large-flowered fumitory with relatively broad and flat green-blue leaf segments. The asymmetrical flowers have fused petals forming a tube but separating at the tip. Flowers are 11-13mm long, pink with blackish-red tipped petals. Each raceme has 15-20 flowers and the raceme is longer than stalk.  The sepal is white, with very few teeth and 4mm long by 2.5mm wide. Each flower produces a single spherical fruit 2.5mm in diameter. Martin's ramping-fumitory is very restricted and has only been found at 14 sites in southern England, most of which are on allotments.",Sandy loams and chalky loams.,Spring,June – August  ,Long-lived,Uncropped cultivated areas<br/>  Conservation headlands<br/>  Whole crop management<br/>  Wild bird seed mixtures  ,Near Threatened   ,images/pics/Fumaria_reuteri_CS.jpg,1024,1024,Cath Shellswell,images/thumbnails/Fumaria_reuteri_CS.jpg,,,,images/maps/Fumaria_reuteri.svg,other Fumaria spp.,,pu,,,p,,,,
52,371095,878731,Hemp-nettle,Red , Galeopsis angustifolia,F,"Low-growing plant, up to 50cm. Shallowly-toothed, softly-hairy, spear-shaped leaves up to 1.5cm long by less than 1cm wide. The relatively large asymmetrical flowers have a hooded upper-lips, large three-lobed lower lip and very long corolla tube and are densely clustered in leaf axils. The pinkish-red petals have white patches and each flower produced four seeds. Red hemp-nettle has declined through the use of broad-spectrum herbicides, more competitive crop varieties and an increase in fertiliser application, and the general change from spring to autumn cultivation, which has reduced the amount of suitably managed habitat.",Light chalky and sandy soils and coastal shingle.,Spring,"July - September, some regrowth and flowering in cereal stubbles  ",Long-lived, Uncropped cultivated areas,Critically Endangered   ,images/pics/Galeopsis_angustifolia_CS.jpg,1024,1024,Cath Shellswell,images/thumbnails/Galeopsis_angustifolia_CS.jpg,images/illustrations/Galeopsis_angust.png,444,868,images/maps/Galeopsis_angustifolia.svg,other Fumaria spp.,,pu,,,p,,,,
53,371097,878730,Fumitory,Few-flowered , Fumaria vaillantii,F,"A typical fumitory with blue-green leaves, leaf segments are relatively flat. The asymmetrical flowers have fused petals forming a tube but separating at the tip. Flowers are 5-6mm long, pale pink with reddish-black tipped petals. There are 6-16 loosely arranged flowers per raceme and the raceme is longer than flower stalk. The pale purple toothed sepal is very small 1mm long by 0.5mm wide. Fruits are spherical, rounded at apex and 2mm in diameter.",Calcareous loams.,Spring,June – August  ,Long-lived,Uncropped cultivated areas<br/>  Conservation headlands<br/>  Whole crop management<br/>  Wild bird seed mixtures  ,"Vulnerable
",images/pics/Fumaria_vaillantii_CS.jpg,1024,1024,Cath Shellswell,images/thumbnails/Fumaria_vaillantii_CS.jpg,,,,images/maps/Fumaria_vaillantii.svg,,,,,r,,,,,
54,371099,878732,Hemp-nettle,Downy, Galeopsis segetum,F,"Member of the mint family, up to 50cm tall. The stems are not thickened at the leaf nodes. Shallowly-toothed, softly-hairy, spear-shaped leaves up to 8cm long by 3cm wide. The sulphur-yellow flower are 2.5cm in length with asymmetrical petals formed into a tube with a large lower lip at the opening. There is a bright yellow tongue on the lower lip. Downy hemp-nettle was historically found in central England but the last record was in north Wales in 1975.",Sandy and stony loams.,Spring,July - August  ,Long-lived,Uncropped cultivated areas,Critically Endangered   ,images/pics/Galeopsis_segetum_CG.jpg,1024,683,Chris Gibson,images/thumbnails/Galeopsis_segetum_CG.jpg,,,,images/maps/Galeopsis_segetum.svg,,,,,,,y,,,
55,371101,878733,Hemp-nettle,Large-flowered, Galeopsis speciosa,F,"Tall branched plant, up to 1m. Nettle-like ovate leaves are shallowly toothed and 2.5-8cm long. The large asymmetrical flowers have a hairy hooded upper-lips, large three-lobed lower lip and very long corolla tube up to 3cm. The pale-yellow petals have a large violet patch on the lower lip and each flower produced four seeds.  ",Clay loams.,Autumn and spring,July - October  ,Long-lived,Uncropped cultivated areas<br/>  Conservation headlands<br/>  Whole crop management<br/>  Wild bird seed mixtures  ,Vulnerable   ,images/pics/Galeopsis_speciosa_2_PS.jpg,1024,1026,Pete Stroh,images/thumbnails/Galeopsis_speciosa_2_PS.jpg,images/illustrations/Galeopsis_speciosa.png,385,870,images/maps/Galeopsis_speciosa.svg,,,pu,,,,y,,,
56,371103,878734,Cleavers,False, Galium spurium,F,"Similar to common cleavers <i>Galium aparine</i>, but with shorter and narrower leaves.  Scrambling and climbing plant up to 100cm. Flowers are greenish-white, 1mm across and the flowering/fruiting stalk is straight. Fruits are less than 3mm across, blackish when ripe, and the bases of its hooked bristles not swollen.",Sandy soils and clay loams.,Autumn,August - October  ,Long-lived,Uncropped cultivated areas,Near Threatened   ,images/pics/Galium_spurium.jpg,1024,691,Fornax,images/thumbnails/Galium_spurium.jpg,images/illustrations/Galium_spurium.png,365,584,images/maps/Galium_spurium.svg,,,,,,,,w,,
57,371105,878735,Cleavers,Corn , Galium tricornutum,F,"Sprawling plant, with 4-angled prickly stems. Linear to lanceolate leaves in whorls. Cream flowers are 1-1.5mm across and grouped in sets of three. Fruit occur in groups of three and are covered with minute projections rather than hooked bristles with stalks strongly arched downwards. Very similar to false cleavers <i>Galium spurium</i> which are darker green. Corn cleavers has declined due to seed cleaning, the increased use of high-nitrogen fertilisers and competitive crop varieties.",Sandy soils and clay loams.,Autumn,August - October  ,Long-lived,Uncropped cultivated areas,Critically Endangered   ,images/pics/Galium_tricornutum.png,1024,1046,,images/thumbnails/Galium_tricornutum.png,,,,images/maps/Galium_tricornutum.svg,,,,,,,,w,,
58,371107,878736,,Nit-grass, Gastridium ventricosum,G,"Erect, tufted grass, up to 50cm tall. The leaf blades are up to 10cm long by 4mm wide with a short ligule. The flower heads are spear shaped, tapering to a point. The lemmas have a bent awn up to 4mm in length. Nit-grass has declined due to targeted gramnicides, increased use of high-nitrogen fertilisers and competitive crop varieties. It has increased in set-aside land in the early 21th Century.",Thin limestone soils and well-drained calcareous clays prone to drought.,Autumn,May - September  ,Unknown,Uncropped cultivated areas,Nationally Scarce   ,images/pics/Gastridium_ventricosum.jpg,1024,1045,,images/thumbnails/Gastridium_ventricosum.jpg,,,,images/maps/Gastridium_ventricosum.svg,,,,,,,,,,gg
59,371109,878737,Crane’s-bill,Long-stalked, Geranium columbinum,F,"Slender annual, up to 40cm. The five-angles leaves have long stalks and are deeply divided 5/6 of the length into narrow segments. Pink unnotched petals are 7-9mm in diameter and are on long stalks, 2-6cm in length. The fruits are hairless and unwrinkled.  ",Calcareous clays and loams.,Autumn and spring,June – July,Unknown,Uncropped cultivated areas,Least Concern   ,images/pics/Geranium_columbinum_LR.jpg,1024,1024,Lliam Rooney,images/thumbnails/Geranium_columbinum_LR.jpg,images/illustrations/Geranium_columbinum.png,469,587,images/maps/Geranium_columbinum.svg,Geranium dissectum,,,,,p,,,,
60,371111,878738,Crane’s-bill,Small-flowered, Geranium pusillum,F,Spreading plant with downy stems and leaves. The leaves are round with 7-9 lobes. Dingy-mauve petals are 2-4mm across and are notched. The fruits are downy and smooth. Small-flowered crane's-bill can easily be confused for dove's-foot crane's-bill <i>Geranium molle</i> which has wrinkled hairless seeds.,"Sandy soils, and calcareous clays and loams.",Autumn and spring,June – September,Unknown,Uncropped cultivated areas,Least Concern   ,images/pics/Geranium_pusillum_ES.jpg,1024,764,Emily Swan,images/thumbnails/Geranium_pusillum_ES.jpg,,,,images/maps/Geranium_pusillum.svg,Geranium molle,,,,,p,,,,
61,371113,878739,Marigold,Corn , Glebionis segetum,F,"Tall branched plant, up to 60cm. Deeply-shallowly lobed leaves are approximately 10cm long and greyish-green in colour with a waxy surface. The orangey-yellow flower heads are typical of the daisy family with disc florets producing cylindrical unwinged seeds and ray florets producing broad winged seeds.",Sandy soils which may be acid or calcareous where they are derived from shell-sand.,Spring (early autumn seedlings may be able to survive frosts),June - October  ,Long-lived,Uncropped cultivated areas<br/>  Conservation headlands<br/>  Whole crop management<br/>  Wild bird seed mixtures  ,Vulnerable   ,images/pics/Glebionis_segetum_CS.jpg,1024,683,Cath Shellswell,images/thumbnails/Glebionis_segetum_CS.jpg,images/illustrations/Chrysanthemum_segetum.png,595,637,images/maps/Glebionis_segetum.svg,,,,o,,,,,,
62,371115,878740,Chickweed,Jagged , Holosteum umbellatum,F,"Up to 30cm tall. Ovate-lanceolate leaves are arranged opposite each other up the stem, up to 2cm long and 5-6mm wide. 5-10 flowers are clustered at the end of the stems with 5 white petals. The calyx has a white margin.",Sandy and calcareous loams.,Spring,March-May  ,Unknown,Unknown  ,Near threatened / Extinct ,images/pics/Holosteum_umbellatum.jpg,1024,1044,,images/thumbnails/Holosteum_umbellatum.jpg,,,,images/maps/Holosteum_umbellatum.svg,,,,,,,,w,,
63,371117,878741,,Henbane, Hyoscyamus niger,F,"Tall bristly-stemmed annual and biennial plant, up to 80cm. Sticky-haired glaucous-green strong-smelling leaves that are oval-oblong and toothed. The upper leaves may clasp the stem. Two rows of flowers are present along a flowering stem, flowering in succession with new buds growing at the top of the stem. Dull-yellow flowers have purple veins and a purple centre. Whole plant is very poisonous.   ","Sandy soils, and light chalk and limestone soils.",Spring,July - September  ,Unknown,Uncropped cultivated areas,Vulnerable   ,images/pics/Hyoscyamus_nigra_2_spain_CG.jpg,1024,768,Chris Gibson,images/thumbnails/Hyoscyamus_nigra_2_spain_CG.jpg,,,,images/maps/Hyoscyamus_niger.svg,,,pu,,,,y,,,
64,371119,878742,Cat's-ear,Smooth , Hypochaeris glabra,F,"Small dandelion-like annual with a rosette of leaves and flowering stem up to 40cm. The scales on the flowering stem are shaped-like cats ears. Hairless 1-8cm long leaves are narrowly-spear shaped, broader closer to the tip than base with occasional teeth. Each inflorescent in the flower head has a single large yellow petal twice as long as broad only opening in full sunshine.",Acidic sandy soils.,Autumn,June - October  ,Short-lived,Uncropped cultivated areas,Vulnerable   ,images/pics/Hypochaeris_glabra_LR.jpg,1024,1024,Lliam Rooney,images/thumbnails/Hypochaeris_glabra_LR.jpg,images/illustrations/Hypochoeris_glabra.png,330,929,images/maps/Hypochaeris_glabra.svg,,,,,,,y,,,
65,371121,878743,Candytuft,Wild , Iberis amara,F,"Erect plant with a branched stem, up to 40cm. Lower leaves spoon-shaped, whilst the upper leaves are broader near the tip than the base, with 2-4 blunt teeth. The flowers are in open clusters at the ends of branches, each flower having four white (or lilac) petals of unequal size. Fruits circular with projecting wings that are triangular lobe-shaped and distinguish the species from other members of the cabbage family. Wild candytuft has declined due to more agriculturally intensive management of field margins.",Thin calcareous soils over chalk.,Autumn,May - August  ,Very long-lived,Uncropped cultivated areas,Vulnerable   ,images/pics/Iberis_amara_1_CG.jpg,1024,683,Chris Gibson,images/thumbnails/Iberis_amara_1_CG.jpg,,,,images/maps/Iberis_amara.svg,,,,,,,,w,,
66,371123,878744,Fluellen,Sharp-leaved, Kickxia elatine ,F,"Long-stemmed, prostrate creeping plant with many branching stems and occasionally forming mats. Leaves are arranged alternatively up the stem and basal leaves are round. Sharp-leaved fluellen has hairy triangular-shaped leaves with teeth at the bottom projecting sideways similar to an arrow-head. These leaves are only present from the second or third set of leaves on the flowering stem. Asymmetrical yellow flowers have a purple upper lip. Flowers are borne solitarily on long stalks from the leaf axils.","Well-drained calcareous soils, loams and sandy soils.  ",Spring,July - October  ,Long-live,Uncropped cultivated areas,Least Concern   ,images/pics/Kickxia_elatine_2_PS.jpg,1024,1023,Pete Stroh,images/thumbnails/Kickxia_elatine_2_PS.jpg,images/illustrations/Kickxia_elatine.png,793,570,images/maps/Kickxia_elatine.svg,,,pu,,,,y,,,
67,371125,878745,Fluellen,Round-leaved, Kickxia spuria,F,"Long-stemmed, prostrate creeping plant with many branching stems and occasionally forming mats. Leaves are arranged alternatively up the stem and basal leaves are round. Round-leaved fluellen continues to grow hairy round-oval shaped leaves along the flowering stem. The leaves tend to be larger than those produced by sharp-leaved fluellen Kickxia elatine. Asymmetrical yellow flowers have a purple upper lip. Flowers are borne solitarily on long stalks from the leaf axils.","Well-drained calcareous soils, loams and clay soils.",Spring,July - October  ,Long-live,Uncropped cultivated areas,Least Concern   ,images/pics/Kickxia_spuria_2_PS.jpg,1024,1023,Pete Stroh,images/thumbnails/Kickxia_spuria_2_PS.jpg,images/illustrations/Kickxia_spuria.png,738,552,images/maps/Kickxia_spuria.svg,,,pu,,,,y,,,
68,371127,878746,Dead-nettle,Henbit, Lamium amplexicaule,F,Low-growing irregularly-branched plant up to 30cm. Round irregularly-toothed leaves arranged in opposite pairs up the stem. Lower leaves have short stalks and upper leaves are stalkless and clasp the stem. Up to 10 pinkish-purple asymmetrical flowers are borne in whorls in the leaf axils and at the end of the stem. Each flower produces four seeds.,"Present on a wide variety of soils, especially well drained calcareous loams.",Spring,July - August  ,Long-lived,Uncropped cultivated areas<br/>  Whole crop management<br/> Uncropped cultivated areas,Least Concern   ,images/pics/Lamium_amplexicaule_CS.jpg,1024,1024,Cath Shellswell,images/thumbnails/Lamium_amplexicaule_CS.jpg,images/illustrations/Lamium_amphlex.png,464,863,images/maps/Lamium_amplexicaule.svg,Lamium confertum,,,,r,,,,,
69,371129,878747,Dead-nettle,Northern, Lamium confertum,F,"Spring germinating plant, up to 30cm. Irregularly branched stem with triangular-shaped toothed leaves in opposite pairs up the square stem. The pinkish-purple asymmetrical flowers are in whorls of 3-7 at the top of the stems. They are 1-1.8cm long and each flower produces four seeds.",Present on a wide variety of soils.,Spring,May - September  ,Unknown,Uncropped cultivated areas<br/>  Conservation headlands<br/>  Whole crop management<br/>  Wild bird seed mixtures  ,Least Concern   ,images/pics/Lamium_Confertum.jpg,1024,1024,,images/thumbnails/Lamium_Confertum.jpg,,,,images/maps/Lamium_confertum.svg,Lamium amplexicaule,,,,r,,,,,
70,371131,878748,Vetchling,Yellow , Lathyrus aphaca,F,"A waxy grey-green scrambling member of the pea family, up to 40cm. True leaves are absent in mature plants, but the stipules are enlarged to replace leaves. These are large and triangular, borne in pairs along the stem with a flower and single tendril at each node. Yellow flowers, typical of pea family are borne singly on long stems in the leaf axils. The seed pod is 2-4cm long.",Calcareous loams and clays.,Autumn,June - August  ,Unknown,Uncropped cultivated areas,Vulnerable   ,images/pics/Lathyrus_aphaca_LR.jpg,1024,1024,Lliam Rooney,images/thumbnails/Lathyrus_aphaca_LR.jpg,images/illustrations/Lathyrus_aphaca.png,444,942,images/maps/Lathyrus_aphaca.svg,,,,,,,y,,,
71,371133,878749,,Venus’s-looking-glass, Legousia hybrida,F,"Short plant, up to 25cm tall but often smaller. The stem has short hairs. The upper leaves are stalkless, oval with wavy edges and up to 1.5cm long. The purple five petalled flowers are up to 1cm across when fully open and close when the sun is not shining. The green sepals are longer than the petals enclosing the flower. The fruit capsule is distinctive up to 3cm long by 4mm wide and almost cylindrical in shape. The name originates from the ripe seeds which are slightly shiny.","Calcareous loams, clays and sands.",Spring and autumn,May - August  ,Long-lived,Uncropped cultivated areas<br/>  Conservation headlands<br/>  Whole crop management<br/>  Wild bird seed mixtures  ,Least Concern   ,images/pics/Legousia_hybrida_LR.jpg,1024,1024,Lliam Rooney,images/thumbnails/Legousia_hybrida_LR.jpg,images/illustrations/Legousia_hybrida.png,552,595,images/maps/Legousia_hybrida.svg,,,pu,,,,,,,
72,371135,878750,Venus's-looking-glass,Greater , Legousia speculum-veneris,F,Grows up to 40cm. The stem is hairless. The large five-petalled purple flowers are 2.5cm across and close when the sun is not shining. Each flower has a white centre. The green sepals are as long as the petals. The distinctive fruit capsule is up to 1.5cm in length by 4mm wide. There is only one known field with greater Venus's-looking-glass in Hampshire.,Calcareous loams.,Autumn (limited spring germination),March - July  ,Long-lived,Uncropped cultivated areas,Near Threatened   ,images/pics/Legousia_speculum-veneris_CG.jpg,1024,683,Chris Gibson,images/thumbnails/Legousia_speculum_veneris_CG.jpg,images/illustrations/Legousia_spec_ven_ret.png,617,597,images/maps/Legousia_speculum-veneris.svg,,,pu,,,,,,,
73,371137,878751,Pepperwort,Field , Lepidium campestre,F,"Annual and biennial softly hairy plant up to 60cm. Lyre-shaped basal leaves wither, and triangular toothed stem leaves are stalkless with clasping pointed basal lobes. Inconspicuous white flowers are 2-2.5mm in diameter in long racemes. Fruits are 5 x 4 mm, covered in minute bumps, visible using a hand lens, and have a short style not projecting above the fruit notch.","Dry sandy and gravelly soils, brown loams.",Spring,May - August  ,Unknown,Uncropped cultivated areas,Least Concern   ,images/pics/Lepidium_campestre_CS.jpg,1024,1026,Cath Shellswell,images/thumbnails/Lepidium_campestre_CS.jpg,images/illustrations/Lepidium_campestre.png,469,826,images/maps/Lepidium_campestre.svg,,,,,,,,w,,
74,371139,878752,Gromwell,Field or Corn, Lithospermum arvense,F,"A tall plant found scrambling amongst crops, up to 80cm. Small, white flowers are found where the uppermost leaves join the stem. Leaves are grey-green, narrow and pointed. The plant is covered in short bristles. Each flower produces 4 warty pale brown seeds. Field gromwell is susceptible to many herbicides. Recently, field gromwell has been found to be a good source of Omega 3 and is grown as a crop using imported seed from Europe.",Calcareous loams and clays.,Autumn and spring,May - July  ,Long-lived, Uncropped cultivated areas,Endangered   ,images/pics/Lithospermum_arvense_MW.jpg,1024,1024,Markus Wagner,images/thumbnails/Lithospermum_arvense_MW.jpg,images/illustrations/Bulossoides_avensis.png,583,726,images/maps/Lithospermum_arvense.svg,,,,,,,,w,,
